AreaCode,AreaName,PropertyValuation,AnnualRent,PredVal,PredRent,InvestmentScore,ValScore,YieldScore,RentScore,LocScore,ValDiffPct,RentDiffPct,RentalYield,LocPremium
3,Dubai Marina,1063425,43383,1073273.3166666667,44775.73685797836,4.445120797305463,1.2347921939853652,0.0,3.2103286033200975,0.0,0.9260941454890238,3.210328603320097,4.079554270399887,-0.4220277036011344
1,Business Bay,4846673,249108,4835385.996666667,250053.98057376876,0.3797471674007886,0.0,0.0,0.3797471674007886,0.0,-0.23288147009985918,0.3797471674007887,5.139773201121677,-0.5277911103790633
0,Arabian Ranches,4567880,188994,4594703.8,191165.54923600075,1.9319729387826081,0.782968612718951,0.0,1.149004326063657,0.0,0.5872264595392133,1.149004326063657,4.137455449792902,-0.2125203085775793
1,Business Bay,4907785,291723,4886763.506666667,287581.62757871323,2.6209105303680755,0.0,2.6209105303680755,0.0,0.0,-0.428329548530206,-1.419624925455575,5.9440867927181,-0.09105037507260005
2,Downtown,782776,53453,779219.8133333334,53744.552545651255,8.020771861019673,0.0,7.475334662637439,0.5454371983822331,0.0,-0.4543045094211686,0.5454371983822331,6.828645742843419,-0.5452851327199044
0,Arabian Ranches,1407207,98391,1411200.3833333333,97523.49463933827,8.749834463867835,0.37837440483959145,8.371460059028243,0.0,0.0,0.2837808036296936,-0.8816917814248553,6.991935088441147,-0.4820535821892319
2,Downtown,528062,29886,536624.6433333333,30123.954106060602,4.017689438807498,2.1620297953228502,1.0594537073921548,0.7962059360924931,0.0,1.6215223464921376,0.7962059360924931,5.659562702864437,-0.5283566194167655
5,Jvc,3882506,167694,3912193.033333333,172776.05368412752,4.050066375183367,1.0195144865484032,0.0,3.0305518886349643,0.0,0.7646358649113023,3.0305518886349643,4.319220627089823,-0.31557103382685836
4,Jlt,2588792,131742,2596233.796666667,134668.243868892,2.6044756803661575,0.3832828421733311,0.0,2.2211928381928265,0.0,0.2874621316299983,2.2211928381928265,5.088937234045841,-0.5227365144091514
4,Jlt,1301528,58508,1284390.9433333334,58343.633111532006,0.0,0.0,0.0,0.0,0.0,-1.316687513957951,-0.2809306222533563,4.495331640963545,-0.2371687076523269
7,The Springs,3043117,127569,3023774.56,140186.4314709211,9.890672084065164,0.0,0.0,9.890672084065164,0.0,-0.6356127615205049,9.890672084065164,4.192050453531691,-0.4515355518930463
5,Jvc,775541,46586,788894.3166666667,46255.885904188406,5.261388706650623,2.2957422266807557,2.9656464799698665,0.0,0.0,1.7218066700105668,-0.708612235031112,6.006903567960946,-0.5339708842110733
1,Business Bay,2019478,124949,2029180.2733333334,124567.6773835985,4.595646893276124,0.6405796173290611,3.955067275947062,0.0,0.0,0.48043471299679585,-0.3051826076251165,6.187192928073492,-0.4380770444193859
3,Dubai Marina,1701607,115195,1687147.2566666666,113461.46220545808,7.15226557738145,0.0,7.15226557738145,0.0,0.0,-0.8497698548098006,-1.5048724289612543,6.769777040174377,-0.5290289873199889
6,Palm Jumeirah,4983050,223933,5067851.32,229551.22069090515,4.777945311267559,2.2690606489332246,0.0,2.5088846623343346,0.0,1.7017954866999185,2.5088846623343346,4.493894301682704,-0.10895637814837411
5,Jvc,3626906,151296,3657826.42,155261.193438101,3.7575235537888467,1.136705132878177,0.0,2.6208184209106697,0.0,0.8525288496586326,2.6208184209106697,4.171489418253464,-0.18980332840868008
6,Palm Jumeirah,1333797,77140,1355086.1033333333,81257.78436101715,9.205791710182222,2.128170262124674,1.7395551257641142,5.338066322293434,0.0,1.5961276965935052,5.338066322293434,5.783488791772661,-0.5305328475128837
3,Dubai Marina,1940159,104219,1942161.8366666667,104531.73080203179,0.43771153809183716,0.13764072371846292,0.0,0.30007081437337424,0.0,0.10323054278884719,0.30007081437337424,5.371673146376148,-0.36334657662967873
3,Dubai Marina,1664679,74465,1650109.15,74781.24937483348,0.4246953264399138,0.0,0.0,0.4246953264399138,0.0,-0.8752348050284825,0.4246953264399138,4.473234779798387,-0.4789004823302835
4,Jlt,8155037,501766,8147415.78,505165.0505642136,4.443931780557073,0.0,3.766514306233664,0.6774174743234094,0.0,-0.09345414373962668,0.6774174743234093,6.152835358073789,-0.26472439851922724
1,Business Bay,8612620,412188,8390293.61,398728.86605041317,0.0,0.0,0.0,0.0,0.0,-2.581402523273993,-3.2652900981073754,4.785860748529483,-0.24782749925887226
6,Palm Jumeirah,1330882,54905,1326582.8566666667,55039.510797417104,0.24498824773172606,0.0,0.0,0.24498824773172606,0.0,-0.32302963999312573,0.24498824773172603,4.125459657580461,-0.45366904289758825
0,Arabian Ranches,5709597,395596,5691261.733333333,367097.6477416825,8.02396250598754,0.0,8.02396250598754,0.0,0.0,-0.3211306624034342,-7.2039030370169375,6.928615101906492,-0.12876005511187716
2,Downtown,2990685,160926,3160739.486666667,155500.23528054717,7.581517797947819,7.581517797947819,0.0,0.0,0.0,5.686138348460864,-3.371589873266486,5.380907718465836,-0.15389280637858294
4,Jlt,3352588,218956,3370877.27,219263.7008593395,6.709517680455701,0.7273692244121066,5.841617546025372,0.140530910018223,0.0,0.54552691830908,0.140530910018223,6.530954593883889,-0.22563320149217014
0,Arabian Ranches,1864254,124877,1867174.02,123450.00379319931,6.969926866363073,0.20884278644433776,6.761084079918735,0.0,0.0,0.15663208983325333,-1.1427214033013975,6.698497093207257,-0.5207592343949021
1,Business Bay,2361512,115736,2357080.8633333333,114675.9466626323,0.0,0.0,0.0,0.0,0.0,-0.18763981155576243,-0.9159235997163395,4.900927880103934,-0.33225571244326735
4,Jlt,4626504,300777,4640264.153333333,287147.37531570904,6.07473407104954,0.3965601480321014,5.678173923017439,0.0,0.0,0.29742011102407606,-4.531471716351636,6.5011723755129145,-0.3687508783177412
4,Jlt,982830,54511,972160.89,54546.24993552027,0.5027056071233468,0.0,0.43803987815072254,0.0646657289726242,0.0,-1.085549891639448,0.0646657289726242,5.546330494592147,-0.5981214023062875
0,Arabian Ranches,2062677,137341,2049829.1133333333,129984.96726378113,6.540956911415167,0.0,6.540956911415167,0.0,0.0,-0.6228743844366673,-5.356035514681609,6.658386165163038,-0.44293753493274446
1,Business Bay,5149247,292076,5225418.866666666,293688.8478341294,3.6534275390526143,1.9723755510055803,1.1288505630311443,0.5522014250158899,0.0,1.4792816632541852,0.5522014250158899,5.672207994683495,-0.338145694049804
3,Dubai Marina,1853423,89556,1869598.5833333333,92029.55689582833,3.9256772607809833,1.1636547320522266,0.0,2.7620225287287568,0.0,0.8727410490391699,2.762022528728757,4.831924498616883,-0.28196495312164194
6,Palm Jumeirah,5414074,331301,5376282.04,324733.8676446942,3.5822272578662147,0.0,3.5822272578662147,0.0,0.0,-0.6980318333292076,-1.9822253344559098,6.119255111769806,-0.21807978373036307
3,Dubai Marina,1011184,52277,1029770.96,52293.95418550541,2.4832824586675324,2.450851015575136,0.0,0.032431443092396595,0.0,1.8381382616813522,0.032431443092396595,5.169880061393377,-0.5085934632734033
7,The Springs,2367268,123404,2357420.493333333,121691.83187047181,0.0,0.0,0.0,0.0,0.0,-0.4159861353537846,-1.3874494583062047,5.212928996632405,-0.34926086333936945
2,Downtown,1752436,90028,1721102.78,88419.35729100529,0.0,0.0,0.0,0.0,0.0,-1.7879808449495431,-1.7868248866960392,5.137306012887204,-0.554968637586046
1,Business Bay,798837,32697,832203.46,32937.26881746031,6.304007293576169,5.56917285169982,0.0,0.7348344418763493,0.0,4.176879638774865,0.7348344418763493,4.093075308229338,-0.6167696773559013
1,Business Bay,579261,26086,590929.83,26001.699895622896,2.6859118773747834,2.6859118773747834,0.0,0.0,0.0,2.0144339080310876,-0.32316224939470867,4.503324062900834,-0.31251671488647914
3,Dubai Marina,5168912,244414,5162859.95,250096.01230703897,2.3247491170877965,0.0,0.0,2.3247491170877965,0.0,-0.11708556849100572,2.3247491170877965,4.72853861702424,-0.14657311595693667
4,Jlt,2461523,129480,2509802.3066666666,136559.6679780508,8.08291506023946,2.615145537494017,0.0,5.467769522745442,0.0,1.9613591531205128,5.467769522745442,5.260158040367691,-0.5746650522211671
6,Palm Jumeirah,1223036,79218,1224913.6566666667,79655.8636454357,6.303827102624877,0.204698980424314,5.546395605050794,0.5527325171497687,0.0,0.1535242353182355,0.5527325171497687,6.477160116300746,-0.4389778094265686
4,Jlt,784465,50154,789876.4333333333,50153.56032191757,6.0064999811212605,0.9197662667479702,5.08673371437329,0.0,0.0,0.6898247000609777,-0.0008766560641858734,6.39340187261382,-0.544809198213885
0,Arabian Ranches,2029029,120477,2030907.4666666666,118202.527539756,2.7091223754651996,0.1234394492253229,2.5856829262398766,0.0,0.0,0.09257958691899218,-1.887889356677205,5.937667721851191,-0.3444592659821978
6,Palm Jumeirah,424127,29646,497162.18333333335,29681.799994949495,31.441142602140406,22.960161565862222,8.360222772264505,0.1207582640136786,0.0,17.220121174396667,0.1207582640136786,6.989887462953313,-0.48969114190613117
0,Arabian Ranches,1160360,63269,1163547.7066666668,65077.54192729986,3.224785536202834,0.3662893891168007,0.0,2.8584961470860333,0.0,0.27471704183760054,2.8584961470860333,5.452531972836017,-0.5430231372795493
4,Jlt,2399424,163935,2501819.58,162653.08356203072,13.185204529154614,5.690008935477852,7.495195593676762,0.0,0.0,4.267506701608389,-0.7819662902792455,6.832264743538449,-0.42838530510949613
6,Palm Jumeirah,322687,19000,327527.29,19089.027928571428,4.781992484701704,1.9999938020434578,2.3134306375454687,0.46856804511277766,0.0,1.4999953515325932,0.46856804511277766,5.888058707044287,-0.602608125541169
5,Jvc,2214399,108329,2206805.296666667,109309.06098340984,0.9047078653083138,0.0,0.0,0.9047078653083138,0.0,-0.3429238964311822,0.9047078653083138,4.89202713693422,-0.2532235683767743
7,The Springs,1907603,85262,1906985.35,86634.70958339596,1.6099898939691315,0.0,0.0,1.6099898939691315,0.0,-0.03237833029198984,1.6099898939691315,4.469588273870402,-0.40249988910229695
7,The Springs,2325632,147991,2274009.5,144520.6135596073,4.922493659684781,0.0,4.922493659684781,0.0,0.0,-2.2197191989102314,-2.34499830421627,6.3634745307942095,-0.24677264922954945
1,Business Bay,2176985,115760,2171454.6333333333,118664.2413409683,2.5088470464480883,0.0,0.0,2.5088470464480883,0.0,-0.2540378857303426,2.5088470464480883,5.3174459171744415,-0.247910981976164
6,Palm Jumeirah,9454414,615281,8655937.306666667,476118.88116245787,5.714931821410758,0.0,5.714931821410758,0.0,0.0,-8.445543989646882,-22.61765255835011,6.507870292119638,-0.0778312716881796
5,Jvc,3925170,252888,3901066.5433333335,249344.3399716029,5.357429803894543,0.0,5.357429803894543,0.0,0.0,-0.6140742099492901,-1.4012764656279086,6.4427273213644245,-0.35314875185394523
3,Dubai Marina,1669654,94340,1651974.4066666667,93768.67600428741,1.0084691804177905,0.0,1.0084691804177905,0.0,0.0,-1.058877667668467,-0.6056010130512948,5.650272451657648,-0.2929755138143172
