AreaCode,AreaName,PropertyValuation,AnnualRent,PredVal,PredRent,InvestmentScore,ValScore,YieldScore,RentScore,LocScore,ValDiffPct,RentDiffPct,RentalYield,LocPremium,Opportunity_Type
0,Arabian Ranches,595716,117566,950751.4,143822.49860846566,90.0,40.0,30.0,20.0,0.0,59.59809707981656,22.333411537745317,19.735242968125757,-0.9251578176989877,Undervalued
1,Business Bay,1800577,191948,2301165.183333333,222572.1228839217,81.52674075375312,37.06872358755615,28.503632184888644,15.95438498130832,0.0,27.80154269066711,15.95438498130832,10.66036053998246,-0.8185237405624051,Undervalued
4,Jlt,5338,23796,394546.2733333333,24583.721765632512,73.31031167268664,40.0,30.0,3.310311672686636,0.0,7291.275259148244,3.310311672686636,445.7849381790933,-0.9986784000004072,Undervalued
0,Arabian Ranches,597264,297746,1728534.4766666666,306806.60243388265,73.04306436824766,40.0,30.0,3.043064368247652,0.0,189.40878349719162,3.043064368247652,49.851656888746014,-0.9478386882873447,Undervalued
4,Jlt,1185841,168989,1635652.9033333333,171354.2224967532,71.39963103915238,40.0,30.0,1.3996310391523763,0.0,37.93188996950968,1.3996310391523763,14.250561415906516,-0.8892274169996305,Undervalued
5,Jvc,808380,164773,1748254.9766666666,163783.92811111108,70.0,40.0,30.0,0.0,0.0,116.26648069802155,-0.6002633252346709,20.383111902817983,-0.9294011339001241,Undervalued
1,Business Bay,83934,96535,140581.70666666667,89566.80988888886,70.0,40.0,30.0,0.0,0.0,67.49077449742258,-7.2183043570841,115.01298639407152,-0.8904480805249201,Undervalued
2,Downtown,106289,37838,171148.42333333334,37717.53845370371,70.0,40.0,30.0,0.0,0.0,61.021764560145776,-0.31836129366322263,35.599168305280884,-0.8612699982237619,Undervalued
5,Jvc,1032282,90450,1368781.9433333334,100338.93713492065,69.01931968356244,40.0,18.086276969443432,10.933042714119015,0.0,32.5976761518009,10.933042714119015,8.76214057786535,-0.7666145363809745,Undervalued
6,Palm Jumeirah,10514785,82215,13549184.206666667,116487.42870947055,68.4778729083751,38.477872908375105,0.0,20.0,10.0,28.85840468128133,41.68634520400237,0.7818990117249187,4.656059897974563,Undervalued
1,Business Bay,867277,45974,1832860.9266666668,64288.214757965034,66.5991493712851,40.0,0.0,20.0,6.599149371285096,111.3351243797157,39.83602635830042,5.300959209110815,0.13198298742570191,Undervalued
6,Palm Jumeirah,981235,15771,1963011.5333333334,49859.04063492063,60.0,40.0,0.0,20.0,0.0,100.0551889540562,216.1438122815334,1.6072602383730703,-0.9143050565606377,Undervalued
3,Dubai Marina,1037272,185217,1255064.03,186308.19882659937,58.58463560158798,27.99548945053307,30.0,0.5891461510549093,0.0,20.996617087899804,0.5891461510549093,17.8561650174689,-0.837649799483173,High Yield
4,Jlt,278858,21316,476739.54333333333,22708.24103968254,58.48158881198212,40.0,11.95015214617925,6.53143666580287,0.0,70.96140090416388,6.53143666580287,7.644033881043398,-0.8994129343106025,Undervalued
3,Dubai Marina,5631559,76956,6852871.17,90357.12038630075,56.329907886293526,28.915904577518702,0.0,17.414003308774824,10.0,21.686928433139027,17.414003308774824,1.366513251481517,1.1374246598721065,Undervalued
2,Downtown,4858224,20181,6657352.036666667,20932.432666666668,53.723465966337976,40.0,0.0,3.7234659663379785,10.0,37.032628315752156,3.7234659663379785,0.4153987136039837,0.41421126094015404,Undervalued
2,Downtown,1604548,32026,2717478.87,32427.38055677655,51.25329593697792,40.0,0.0,1.2532959369779195,10.0,69.36102067373491,1.2532959369779195,1.995951507838968,1.0942801878845336,Undervalued
0,Arabian Ranches,3844497,19235,4829284.6,20498.408666666666,50.7222963788797,34.154016333822945,0.0,6.568280045056751,10.0,25.615512250367207,6.568280045056751,0.5003255302319133,0.2623438037713792,Undervalued
1,Business Bay,9343616,117199,10771740.306666667,231312.60744515492,50.37932361756115,20.37932361756115,0.0,20.0,10.0,15.284492713170861,97.3673900333236,1.2543216673287945,0.3988463084501055,Undervalued
1,Business Bay,2143031,99612,3249363.9033333333,96620.9250071057,50.0,40.0,0.0,0.0,10.0,51.62468033982398,-3.002725568098519,4.648182877429211,1.0732784406607427,Undervalued
